"id","mac","glasses","pet.type","favorite.color","prior.gpa","height","tutoring","passed"
1345,FALSE,FALSE,"dog","red",3.63,66,TRUE,TRUE
1346,FALSE,FALSE,"none","blue",3.87,66,TRUE,TRUE
1347,TRUE,FALSE,"none","red",3.11,70,FALSE,FALSE
1348,FALSE,FALSE,"dog","blue",3.24,66,TRUE,FALSE
1349,FALSE,FALSE,"dog","red",3.8,71,FALSE,TRUE
1350,FALSE,FALSE,"dog","red",3.55,71,FALSE,TRUE
1351,TRUE,FALSE,"cat","blue",3.76,72,TRUE,TRUE
1352,FALSE,FALSE,"dog","blue",0.66,69,FALSE,FALSE
1353,FALSE,FALSE,"dog","red",3.65,64,TRUE,FALSE
1354,FALSE,FALSE,"dog","orange",3.84,64,FALSE,TRUE
1355,FALSE,FALSE,"cat","orange",3.73,67,TRUE,TRUE
1356,FALSE,FALSE,"none","red",3.86,65,FALSE,FALSE
1357,FALSE,TRUE,"none","orange",2.55,70,TRUE,FALSE
1358,FALSE,TRUE,"none","orange",3.92,63,TRUE,TRUE
1359,FALSE,FALSE,"none","blue",3.93,67,FALSE,FALSE
1360,FALSE,FALSE,"fish","blue",3.73,68,TRUE,FALSE
1361,FALSE,FALSE,"none","blue",3.9,67,TRUE,TRUE
1362,TRUE,TRUE,"cat","blue",2.7,63,FALSE,TRUE
1363,FALSE,TRUE,"none","blue",3.23,66,FALSE,TRUE
1364,FALSE,FALSE,"dog","green",3.17,68,FALSE,FALSE
1365,FALSE,TRUE,"none","green",3.77,64,FALSE,TRUE
1366,TRUE,FALSE,"none","green",3.99,60,TRUE,TRUE
1367,FALSE,FALSE,"none","red",3.35,61,FALSE,TRUE
1368,TRUE,TRUE,"none","blue",3.57,74,TRUE,TRUE
1369,FALSE,FALSE,"fish","blue",3.59,65,FALSE,FALSE
1370,FALSE,FALSE,"dog","blue",3.71,66,TRUE,TRUE
1371,TRUE,FALSE,"none","orange",3.44,67,TRUE,TRUE
1372,FALSE,FALSE,"dog","blue",3.89,66,FALSE,TRUE
1373,FALSE,FALSE,"cat","blue",3.9,65,TRUE,TRUE
1374,FALSE,TRUE,"none","blue",3.82,68,TRUE,TRUE
1375,FALSE,FALSE,"none","blue",3.24,62,FALSE,TRUE
1376,FALSE,FALSE,"none","blue",3.1,61,FALSE,FALSE
1377,TRUE,FALSE,"none","red",3.14,64,FALSE,FALSE
1378,FALSE,FALSE,"fish","red",3.51,70,TRUE,TRUE
1379,TRUE,TRUE,"none","green",3.72,65,FALSE,TRUE
1380,FALSE,FALSE,"fish","red",2.06,65,TRUE,FALSE
1381,FALSE,TRUE,"none","blue",2.69,62,FALSE,TRUE
1382,FALSE,TRUE,"none","red",2.93,64,FALSE,TRUE
1383,FALSE,TRUE,"none","green",3.65,65,TRUE,TRUE
1384,TRUE,FALSE,"dog","blue",2.93,67,TRUE,TRUE
1385,FALSE,FALSE,"dog","red",3.49,69,FALSE,TRUE
1386,TRUE,FALSE,"none","orange",2.71,69,TRUE,TRUE
1387,TRUE,TRUE,"none","red",3.78,65,TRUE,TRUE
1388,FALSE,FALSE,"dog","green",3.44,68,FALSE,TRUE
1389,TRUE,FALSE,"none","red",3.94,65,TRUE,TRUE
1390,FALSE,TRUE,"none","blue",3.04,62,TRUE,TRUE
1391,FALSE,TRUE,"cat","red",2.32,71,TRUE,FALSE
1392,FALSE,TRUE,"dog","red",3.59,68,FALSE,TRUE
1393,TRUE,TRUE,"none","green",3.58,62,TRUE,TRUE
1394,TRUE,FALSE,"cat","blue",3.45,69,TRUE,TRUE
1395,FALSE,TRUE,"cat","red",3.74,65,FALSE,TRUE
1396,FALSE,TRUE,"none","red",1.84,65,FALSE,FALSE
1397,FALSE,FALSE,"none","green",3.94,59,TRUE,TRUE
1398,FALSE,FALSE,"none","red",3.62,69,FALSE,TRUE
1399,FALSE,TRUE,"cat","red",2.7,69,TRUE,TRUE
1400,FALSE,TRUE,"dog","blue",3.38,67,TRUE,TRUE
1401,FALSE,TRUE,"none","blue",3.78,65,FALSE,TRUE
1402,FALSE,TRUE,"cat","red",3.62,67,FALSE,TRUE
1403,TRUE,TRUE,"dog","blue",2.45,68,FALSE,TRUE
1404,FALSE,TRUE,"cat","red",3.52,65,TRUE,TRUE
1405,FALSE,FALSE,"cat","red",2.52,67,FALSE,FALSE
1406,FALSE,TRUE,"dog","red",3.64,68,FALSE,TRUE
1407,FALSE,FALSE,"dog","orange",3.88,65,TRUE,TRUE
1408,FALSE,TRUE,"cat","red",2.94,67,FALSE,TRUE
1409,TRUE,TRUE,"dog","blue",2.75,67,TRUE,TRUE
1410,FALSE,FALSE,"dog","blue",3.91,62,TRUE,TRUE
1411,FALSE,TRUE,"none","red",2.59,61,TRUE,TRUE
1412,FALSE,FALSE,"none","green",3.93,65,TRUE,TRUE
1413,TRUE,TRUE,"none","red",3.11,64,FALSE,TRUE
1414,TRUE,FALSE,"none","green",4,67,TRUE,TRUE
1415,TRUE,TRUE,"dog","green",3.74,66,FALSE,TRUE
1416,FALSE,FALSE,"none","blue",3.77,63,TRUE,TRUE
1417,FALSE,TRUE,"none","red",2.37,68,TRUE,FALSE
1418,FALSE,TRUE,"none","red",3.55,67,TRUE,TRUE
1419,FALSE,TRUE,"dog","red",2.59,68,TRUE,TRUE
1420,TRUE,TRUE,"cat","green",3.66,67,FALSE,TRUE
1421,FALSE,TRUE,"none","blue",3.91,64,TRUE,TRUE
1422,FALSE,TRUE,"dog","red",3.68,64,TRUE,FALSE
1423,FALSE,FALSE,"dog","green",2.83,66,FALSE,FALSE
1424,FALSE,TRUE,"fish","blue",2.15,64,TRUE,FALSE
1425,TRUE,FALSE,"dog","red",2.59,70,FALSE,FALSE
1426,TRUE,TRUE,"dog","green",3.3,67,FALSE,TRUE
1427,FALSE,TRUE,"none","green",3.3,66,TRUE,FALSE
1428,TRUE,FALSE,"dog","orange",3.6,64,TRUE,TRUE
1429,FALSE,FALSE,"cat","blue",3.74,64,FALSE,TRUE
1430,FALSE,TRUE,"dog","blue",2.84,64,FALSE,TRUE
1431,TRUE,TRUE,"dog","red",2.57,70,FALSE,FALSE
1432,FALSE,TRUE,"dog","blue",2.88,67,FALSE,TRUE
1433,FALSE,TRUE,"none","blue",3.34,69,FALSE,TRUE
1434,FALSE,FALSE,"dog","green",3.03,68,TRUE,TRUE
1435,FALSE,TRUE,"dog","blue",2.83,67,FALSE,FALSE
1436,FALSE,FALSE,"none","blue",3.98,64,FALSE,TRUE
1437,FALSE,TRUE,"dog","red",3.83,66,TRUE,TRUE
1438,TRUE,FALSE,"cat","red",2.21,65,FALSE,FALSE
1439,FALSE,FALSE,"cat","blue",3.73,66,TRUE,TRUE
1440,FALSE,FALSE,"none","blue",3.42,65,TRUE,TRUE
1441,TRUE,TRUE,"cat","red",3.91,63,TRUE,TRUE
1442,FALSE,FALSE,"dog","red",3.97,69,TRUE,TRUE
1443,FALSE,TRUE,"dog","red",3.04,60,TRUE,TRUE
1444,FALSE,TRUE,"none","red",2.19,64,FALSE,FALSE
1445,FALSE,FALSE,"none","blue",2.1,63,TRUE,TRUE
1446,TRUE,FALSE,"none","green",3.88,61,TRUE,TRUE
1447,FALSE,TRUE,"dog","blue",3.86,69,TRUE,TRUE
1448,TRUE,TRUE,"cat","blue",2.47,64,FALSE,FALSE
1449,TRUE,FALSE,"cat","blue",2,71,TRUE,FALSE
1450,TRUE,FALSE,"none","orange",3.48,69,TRUE,TRUE
1451,FALSE,FALSE,"none","red",2.44,69,TRUE,TRUE
1452,TRUE,FALSE,"none","blue",2.75,65,FALSE,TRUE
1453,FALSE,FALSE,"none","red",3.31,65,TRUE,TRUE
1454,FALSE,TRUE,"dog","blue",2.75,64,TRUE,TRUE
1455,TRUE,FALSE,"dog","red",3.88,68,TRUE,TRUE
1456,FALSE,FALSE,"cat","green",2.81,66,TRUE,TRUE
1457,FALSE,FALSE,"fish","red",3.94,70,TRUE,FALSE
1458,FALSE,FALSE,"none","green",3.59,65,TRUE,TRUE
1459,FALSE,FALSE,"none","red",3.96,68,TRUE,TRUE
1460,FALSE,FALSE,"none","blue",2.24,67,TRUE,FALSE
1461,FALSE,TRUE,"cat","red",3.41,68,FALSE,TRUE
1462,FALSE,FALSE,"cat","blue",3.91,67,FALSE,TRUE
1463,FALSE,TRUE,"dog","green",3.31,68,FALSE,TRUE
1464,FALSE,FALSE,"dog","green",3.64,67,TRUE,TRUE
1465,TRUE,FALSE,"dog","blue",3.13,63,FALSE,FALSE
1466,TRUE,FALSE,"dog","blue",3.01,68,TRUE,TRUE
1467,FALSE,FALSE,"dog","red",3.89,70,TRUE,TRUE
1468,FALSE,FALSE,"none","red",3.32,67,FALSE,TRUE
1469,FALSE,TRUE,"none","red",3.98,64,TRUE,TRUE
1470,TRUE,FALSE,"dog","blue",2.75,67,TRUE,FALSE
1471,TRUE,TRUE,"none","red",2.85,68,FALSE,FALSE
1472,FALSE,TRUE,"dog","red",2.14,70,TRUE,TRUE
1473,FALSE,TRUE,"dog","blue",3.36,70,TRUE,FALSE
1474,FALSE,FALSE,"none","blue",3.72,63,TRUE,TRUE
1475,FALSE,TRUE,"dog","red",0.94,61,TRUE,FALSE
1476,FALSE,FALSE,"dog","orange",3.49,73,TRUE,TRUE
1477,FALSE,TRUE,"dog","blue",3.48,67,TRUE,TRUE
1478,FALSE,FALSE,"dog","red",3.48,64,FALSE,TRUE
1479,FALSE,TRUE,"none","green",2.66,69,TRUE,FALSE
1480,FALSE,FALSE,"dog","orange",3.4,66,TRUE,TRUE
1481,FALSE,FALSE,"none","green",3.76,64,FALSE,TRUE
1482,FALSE,TRUE,"dog","orange",3.72,67,FALSE,FALSE
1483,TRUE,TRUE,"dog","green",3.42,71,TRUE,FALSE
1484,FALSE,FALSE,"none","red",3.32,63,FALSE,TRUE
1485,FALSE,TRUE,"dog","blue",3.63,70,TRUE,TRUE
1486,TRUE,TRUE,"dog","red",3.23,68,FALSE,TRUE
1487,TRUE,TRUE,"none","blue",3.54,64,FALSE,TRUE
1488,FALSE,TRUE,"dog","blue",3.46,62,FALSE,TRUE
1489,FALSE,FALSE,"cat","red",2.88,58,TRUE,TRUE
1490,FALSE,FALSE,"dog","blue",3.32,63,FALSE,TRUE
1491,FALSE,FALSE,"none","red",2.94,62,TRUE,FALSE
1492,FALSE,FALSE,"none","green",2.87,64,FALSE,FALSE
1493,FALSE,FALSE,"none","blue",2.08,70,TRUE,FALSE
1494,FALSE,FALSE,"cat","blue",2.85,66,TRUE,TRUE
1495,FALSE,TRUE,"cat","blue",3.92,71,FALSE,TRUE
1496,FALSE,FALSE,"none","red",3.52,64,FALSE,TRUE
1497,FALSE,FALSE,"none","blue",3.64,73,FALSE,TRUE
1498,TRUE,FALSE,"dog","blue",2.77,73,TRUE,FALSE
1499,FALSE,FALSE,"none","green",2.38,59,TRUE,TRUE
1500,FALSE,FALSE,"cat","blue",3.17,69,TRUE,TRUE
1501,TRUE,FALSE,"cat","green",3.5,66,TRUE,TRUE
1502,FALSE,TRUE,"dog","blue",3.8,64,FALSE,TRUE
1503,FALSE,TRUE,"dog","blue",3.21,70,TRUE,TRUE
1504,FALSE,FALSE,"dog","blue",3.46,61,FALSE,TRUE
1505,FALSE,FALSE,"none","blue",2.98,67,TRUE,TRUE
1506,FALSE,FALSE,"cat","green",3.72,63,FALSE,TRUE
1507,FALSE,FALSE,"dog","red",3.37,67,TRUE,TRUE
1508,FALSE,TRUE,"none","red",2.87,64,FALSE,TRUE
1509,TRUE,FALSE,"dog","blue",2.23,67,TRUE,FALSE
1510,FALSE,FALSE,"dog","blue",2.29,66,FALSE,FALSE
1511,FALSE,TRUE,"cat","blue",2.38,62,TRUE,TRUE
1512,FALSE,FALSE,"cat","red",3.66,68,TRUE,TRUE
1513,FALSE,FALSE,"none","red",3.19,70,FALSE,TRUE
1514,TRUE,TRUE,"none","blue",3.37,60,TRUE,TRUE
1515,FALSE,FALSE,"none","blue",3.46,69,TRUE,TRUE
1516,FALSE,TRUE,"dog","red",3.99,63,TRUE,FALSE
1517,FALSE,TRUE,"cat","red",3.45,68,FALSE,TRUE
1518,FALSE,TRUE,"cat","red",3.47,65,FALSE,TRUE
1519,FALSE,TRUE,"cat","red",3.8,67,FALSE,TRUE
1520,TRUE,FALSE,"none","green",3.49,68,TRUE,TRUE
1521,FALSE,TRUE,"dog","blue",3.02,63,FALSE,TRUE
1522,FALSE,FALSE,"none","blue",3.9,67,TRUE,TRUE
1523,FALSE,TRUE,"none","blue",2.88,69,TRUE,FALSE
1524,TRUE,TRUE,"none","blue",3.05,66,FALSE,TRUE
1525,TRUE,FALSE,"cat","green",2.56,66,TRUE,TRUE
1526,FALSE,FALSE,"none","green",3.24,71,FALSE,TRUE
1527,FALSE,TRUE,"dog","blue",2.35,65,TRUE,TRUE
1528,FALSE,FALSE,"cat","blue",3.56,65,TRUE,TRUE
1529,FALSE,TRUE,"dog","green",2.9,70,TRUE,FALSE
1530,FALSE,FALSE,"fish","red",3.09,59,TRUE,TRUE
1531,FALSE,TRUE,"none","red",2.96,70,FALSE,TRUE
1532,FALSE,FALSE,"none","red",3.31,64,FALSE,TRUE
1533,FALSE,FALSE,"none","red",3.89,63,TRUE,TRUE
1534,FALSE,TRUE,"dog","green",3.32,68,FALSE,TRUE
1535,TRUE,TRUE,"none","red",3.82,65,FALSE,TRUE
1536,TRUE,FALSE,"none","blue",1.87,71,FALSE,TRUE
1537,FALSE,FALSE,"dog","red",3.59,71,TRUE,FALSE
1538,TRUE,FALSE,"dog","blue",1.86,64,FALSE,FALSE
1539,FALSE,FALSE,"dog","green",3.57,64,FALSE,TRUE
1540,FALSE,FALSE,"none","blue",2.96,66,TRUE,TRUE
1541,FALSE,TRUE,"none","red",3.99,59,TRUE,TRUE
1542,TRUE,FALSE,"cat","red",3.86,65,TRUE,TRUE
1543,FALSE,FALSE,"dog","blue",3.8,67,TRUE,TRUE
1544,FALSE,TRUE,"dog","orange",3.73,70,TRUE,TRUE
1545,TRUE,FALSE,"none","blue",2.61,63,TRUE,FALSE
1546,FALSE,FALSE,"dog","blue",2.45,64,TRUE,TRUE
1547,FALSE,TRUE,"none","blue",3.96,70,TRUE,TRUE
1548,FALSE,FALSE,"none","orange",3.16,64,TRUE,TRUE
1549,TRUE,FALSE,"none","green",2.62,67,FALSE,TRUE
1550,FALSE,FALSE,"cat","blue",3.82,62,FALSE,TRUE
1551,FALSE,FALSE,"none","orange",2.98,72,FALSE,TRUE
1552,TRUE,FALSE,"none","red",3.82,67,TRUE,TRUE
1553,FALSE,FALSE,"dog","blue",2.3,64,FALSE,FALSE
1554,FALSE,TRUE,"none","blue",3.75,63,TRUE,TRUE
1555,TRUE,TRUE,"dog","blue",3.58,65,FALSE,FALSE
1556,TRUE,FALSE,"cat","green",2.57,63,FALSE,TRUE
1557,FALSE,TRUE,"none","green",3.23,68,TRUE,TRUE
1558,TRUE,FALSE,"dog","green",3.11,62,TRUE,TRUE
1559,FALSE,TRUE,"none","blue",2.38,62,TRUE,TRUE
1560,FALSE,FALSE,"dog","blue",3.81,65,FALSE,TRUE
1561,FALSE,FALSE,"cat","blue",2.36,60,FALSE,TRUE
1562,TRUE,FALSE,"none","green",3.99,71,TRUE,TRUE
1563,FALSE,TRUE,"fish","red",3.76,55,FALSE,TRUE
1564,TRUE,TRUE,"dog","blue",1.82,71,FALSE,FALSE
1565,TRUE,FALSE,"dog","green",3.83,63,TRUE,TRUE
1566,FALSE,TRUE,"cat","blue",3.89,66,FALSE,TRUE
1567,FALSE,FALSE,"dog","red",3.5,67,TRUE,TRUE
1568,TRUE,FALSE,"none","orange",3.74,68,TRUE,TRUE
1569,FALSE,TRUE,"cat","red",2.79,65,TRUE,TRUE
1570,FALSE,FALSE,"dog","orange",3,66,FALSE,TRUE
1571,FALSE,FALSE,"none","orange",3.68,68,FALSE,TRUE
1572,FALSE,FALSE,"dog","blue",4,65,FALSE,TRUE
1573,FALSE,FALSE,"dog","green",3.46,64,FALSE,FALSE
1574,FALSE,FALSE,"dog","blue",3.87,67,TRUE,TRUE
1575,FALSE,FALSE,"none","green",2,65,FALSE,FALSE
1576,TRUE,FALSE,"dog","red",3.5,66,TRUE,TRUE
1577,FALSE,TRUE,"dog","blue",3.26,68,TRUE,TRUE
1578,FALSE,FALSE,"dog","orange",1.95,68,TRUE,FALSE
1579,TRUE,FALSE,"none","blue",3.81,63,FALSE,TRUE
1580,TRUE,TRUE,"dog","red",3.42,61,TRUE,FALSE
1581,TRUE,FALSE,"fish","red",3.95,68,TRUE,TRUE
1582,FALSE,FALSE,"dog","green",3.29,67,FALSE,TRUE
1583,FALSE,FALSE,"dog","green",3.87,69,TRUE,TRUE
1584,TRUE,TRUE,"cat","blue",4,69,FALSE,TRUE
1585,FALSE,FALSE,"none","blue",2.68,66,TRUE,TRUE
1586,FALSE,FALSE,"none","orange",3.74,69,TRUE,TRUE
1587,TRUE,FALSE,"none","blue",3.02,62,FALSE,TRUE
1588,FALSE,FALSE,"dog","orange",3.23,66,TRUE,TRUE
1589,FALSE,FALSE,"dog","blue",3.82,69,FALSE,TRUE
1590,TRUE,TRUE,"cat","green",3.42,68,TRUE,TRUE
1591,FALSE,TRUE,"dog","blue",3.81,61,FALSE,TRUE
1592,TRUE,TRUE,"none","green",3.4,67,FALSE,TRUE
1593,FALSE,FALSE,"cat","blue",2.89,70,FALSE,TRUE
1594,FALSE,FALSE,"cat","orange",3.65,62,TRUE,TRUE
1595,TRUE,TRUE,"none","blue",3.69,66,FALSE,TRUE
1596,FALSE,TRUE,"none","red",2.58,68,TRUE,TRUE
1597,FALSE,FALSE,"none","blue",3.84,65,FALSE,TRUE
1598,TRUE,FALSE,"none","blue",3.2,62,FALSE,TRUE
1599,FALSE,TRUE,"cat","blue",3.56,68,TRUE,TRUE
1600,FALSE,TRUE,"dog","green",3.68,67,TRUE,TRUE
1601,FALSE,FALSE,"cat","blue",3.6,69,FALSE,TRUE
1602,FALSE,FALSE,"dog","green",3.97,69,TRUE,TRUE
1603,FALSE,TRUE,"none","orange",2.28,67,FALSE,FALSE
1604,TRUE,FALSE,"none","green",3.81,61,TRUE,TRUE
1605,TRUE,FALSE,"dog","red",2.84,68,TRUE,TRUE
1606,TRUE,FALSE,"none","red",3.02,70,FALSE,TRUE
1607,FALSE,FALSE,"none","blue",2.14,65,FALSE,FALSE
1608,TRUE,TRUE,"cat","red",1.97,67,FALSE,TRUE
1609,TRUE,TRUE,"none","red",3.3,65,FALSE,TRUE
1610,FALSE,FALSE,"dog","green",3.91,70,FALSE,TRUE
1611,FALSE,FALSE,"cat","red",3.95,68,FALSE,TRUE
1612,FALSE,FALSE,"none","blue",3.64,63,FALSE,TRUE
1613,FALSE,TRUE,"cat","blue",3.58,68,TRUE,TRUE
1614,TRUE,FALSE,"dog","red",3.59,69,TRUE,TRUE
1615,FALSE,FALSE,"dog","blue",3.07,65,TRUE,TRUE
1616,FALSE,FALSE,"cat","blue",3.59,67,FALSE,TRUE
1617,FALSE,FALSE,"none","red",2.55,67,TRUE,TRUE
1618,TRUE,FALSE,"none","orange",3.76,71,TRUE,TRUE
1619,TRUE,FALSE,"dog","green",3.72,68,FALSE,TRUE
1620,FALSE,TRUE,"dog","green",3.52,65,FALSE,TRUE
1621,TRUE,FALSE,"dog","green",3.03,70,TRUE,TRUE
1622,TRUE,TRUE,"cat","red",3.96,67,TRUE,TRUE
1623,TRUE,TRUE,"cat","blue",3.42,67,TRUE,TRUE
1624,FALSE,FALSE,"dog","green",3.72,68,FALSE,TRUE
1625,TRUE,FALSE,"dog","red",3.48,68,FALSE,TRUE
1626,FALSE,FALSE,"none","blue",3.4,63,TRUE,TRUE
1627,TRUE,TRUE,"dog","orange",2.52,68,FALSE,FALSE
1628,FALSE,FALSE,"dog","blue",3.75,66,FALSE,TRUE
1629,FALSE,TRUE,"none","green",3.68,67,FALSE,TRUE
1630,TRUE,FALSE,"none","blue",3.65,68,FALSE,FALSE
1631,FALSE,FALSE,"none","green",3.55,63,TRUE,TRUE
1632,FALSE,TRUE,"none","red",2.46,68,TRUE,TRUE
1633,TRUE,FALSE,"none","green",3.67,67,FALSE,TRUE
1634,FALSE,TRUE,"none","blue",3.47,68,FALSE,TRUE
1635,FALSE,FALSE,"dog","green",3.64,62,FALSE,TRUE
1636,FALSE,FALSE,"none","blue",3.96,68,TRUE,TRUE
1637,TRUE,FALSE,"dog","blue",2.81,66,FALSE,TRUE
1638,TRUE,TRUE,"none","red",3.76,66,FALSE,TRUE
1639,TRUE,FALSE,"fish","red",2.69,69,TRUE,FALSE
1640,TRUE,TRUE,"cat","green",3.84,66,FALSE,TRUE
1641,FALSE,TRUE,"none","red",2.78,67,TRUE,TRUE
1642,FALSE,TRUE,"dog","blue",3.48,65,FALSE,TRUE
1643,FALSE,TRUE,"none","blue",3.86,72,TRUE,TRUE
1644,FALSE,TRUE,"cat","blue",3.15,61,TRUE,TRUE
1645,TRUE,TRUE,"dog","blue",3.47,66,TRUE,TRUE
1646,FALSE,FALSE,"dog","blue",3.59,62,FALSE,FALSE
1647,TRUE,FALSE,"fish","green",3.99,66,FALSE,TRUE
1648,FALSE,TRUE,"none","red",3.13,68,FALSE,TRUE
1649,FALSE,FALSE,"dog","red",1.99,68,TRUE,FALSE
1650,FALSE,FALSE,"dog","red",3.65,66,FALSE,TRUE
1651,TRUE,TRUE,"cat","red",2.84,63,TRUE,FALSE
1652,TRUE,TRUE,"none","red",3.89,67,FALSE,TRUE
1653,FALSE,FALSE,"none","red",3.58,69,FALSE,TRUE
1654,FALSE,TRUE,"dog","green",3.96,68,TRUE,TRUE
1655,FALSE,TRUE,"none","blue",2.77,63,FALSE,TRUE
1656,FALSE,TRUE,"dog","blue",2.89,64,TRUE,FALSE
1657,FALSE,FALSE,"dog","blue",3.38,70,FALSE,TRUE
1658,TRUE,TRUE,"cat","red",2.84,68,TRUE,FALSE
1659,FALSE,FALSE,"dog","green",3.59,67,TRUE,FALSE
1660,FALSE,TRUE,"dog","orange",3.27,68,FALSE,TRUE
1661,TRUE,TRUE,"none","blue",3.72,66,TRUE,TRUE
1662,FALSE,FALSE,"dog","green",3.07,71,TRUE,TRUE
1663,FALSE,TRUE,"dog","blue",3.48,72,TRUE,TRUE
1664,FALSE,TRUE,"none","red",3.28,67,TRUE,FALSE
1665,TRUE,TRUE,"dog","red",3.06,65,FALSE,TRUE
1666,FALSE,FALSE,"none","blue",3.51,63,TRUE,TRUE
1667,TRUE,FALSE,"none","blue",3.21,66,FALSE,TRUE
1668,FALSE,FALSE,"none","blue",1.86,67,TRUE,FALSE
1669,TRUE,FALSE,"dog","green",3.89,70,FALSE,TRUE
1670,FALSE,TRUE,"dog","blue",3.29,65,FALSE,TRUE
1671,FALSE,FALSE,"dog","red",3.6,67,TRUE,FALSE
1672,FALSE,TRUE,"dog","orange",3.51,63,TRUE,TRUE
1673,FALSE,TRUE,"dog","green",3.38,63,FALSE,TRUE
1674,FALSE,TRUE,"dog","blue",3.62,66,FALSE,TRUE
1675,TRUE,FALSE,"cat","green",2.83,64,TRUE,TRUE
1676,FALSE,TRUE,"dog","blue",3.77,66,FALSE,TRUE
1677,FALSE,FALSE,"cat","red",3.21,68,TRUE,TRUE
1678,FALSE,FALSE,"dog","red",3.07,66,TRUE,FALSE
1679,FALSE,TRUE,"none","blue",3.74,69,FALSE,TRUE
1680,FALSE,TRUE,"cat","blue",3.95,66,FALSE,TRUE
1681,FALSE,FALSE,"none","blue",3.89,71,FALSE,TRUE
1682,FALSE,TRUE,"none","blue",3.48,65,TRUE,TRUE
1683,TRUE,FALSE,"none","green",3.77,70,FALSE,FALSE
1684,FALSE,FALSE,"cat","red",1.68,68,FALSE,FALSE
1685,FALSE,FALSE,"none","green",2.02,60,TRUE,TRUE
1686,FALSE,FALSE,"none","blue",3.05,63,TRUE,TRUE
1687,FALSE,TRUE,"cat","green",3.06,62,TRUE,FALSE
1688,FALSE,FALSE,"dog","red",3.83,70,TRUE,TRUE
1689,TRUE,FALSE,"cat","red",3.16,62,TRUE,TRUE
1690,FALSE,TRUE,"dog","blue",3.95,65,TRUE,TRUE
1691,FALSE,FALSE,"cat","blue",3.66,65,FALSE,TRUE
1692,FALSE,FALSE,"none","green",3.94,67,FALSE,TRUE
1693,FALSE,FALSE,"dog","orange",3.12,67,TRUE,TRUE
1694,FALSE,FALSE,"none","blue",3.01,70,FALSE,TRUE
1695,FALSE,FALSE,"none","blue",3.81,66,TRUE,TRUE
1696,TRUE,FALSE,"none","red",3.9,67,TRUE,TRUE
1697,FALSE,TRUE,"none","blue",3.36,69,FALSE,TRUE
1698,TRUE,FALSE,"none","red",2.66,69,FALSE,TRUE
1699,TRUE,TRUE,"dog","green",3.38,69,TRUE,TRUE
1700,TRUE,TRUE,"none","blue",3.43,67,TRUE,TRUE
1701,FALSE,FALSE,"dog","red",1.43,68,TRUE,FALSE
1702,FALSE,TRUE,"dog","blue",3.3,66,TRUE,TRUE
1703,FALSE,TRUE,"cat","blue",3.6,73,FALSE,TRUE
1704,TRUE,TRUE,"dog","orange",2.86,67,TRUE,TRUE
1705,FALSE,FALSE,"none","red",3.47,64,TRUE,TRUE
1706,FALSE,FALSE,"cat","red",3.42,64,FALSE,TRUE
1707,FALSE,TRUE,"none","green",3.14,71,TRUE,TRUE
1708,FALSE,FALSE,"dog","blue",3.48,65,TRUE,TRUE
1709,TRUE,FALSE,"cat","blue",3.92,64,FALSE,TRUE
1710,FALSE,TRUE,"none","green",2.28,64,TRUE,TRUE
1711,FALSE,FALSE,"dog","red",2.85,66,FALSE,TRUE
1712,FALSE,TRUE,"cat","red",3.8,66,TRUE,TRUE
1713,TRUE,FALSE,"none","blue",3.28,72,FALSE,FALSE
1714,FALSE,FALSE,"none","green",3.74,71,FALSE,TRUE
1715,TRUE,FALSE,"dog","blue",3.53,67,FALSE,TRUE
1716,TRUE,TRUE,"dog","red",2.62,61,TRUE,TRUE
1717,FALSE,FALSE,"none","red",3.13,64,TRUE,TRUE
1718,FALSE,FALSE,"none","red",3.34,67,TRUE,TRUE
1719,FALSE,FALSE,"dog","blue",2.29,61,FALSE,TRUE
1720,TRUE,FALSE,"fish","green",3.66,66,FALSE,TRUE
1721,FALSE,FALSE,"none","green",3.96,62,FALSE,TRUE
1722,FALSE,TRUE,"none","red",3.16,71,FALSE,TRUE
1723,FALSE,FALSE,"none","red",3.86,65,TRUE,TRUE
1724,TRUE,FALSE,"cat","blue",3.64,66,TRUE,TRUE
1725,FALSE,FALSE,"dog","red",2.66,66,FALSE,FALSE
1726,TRUE,FALSE,"none","green",3.5,69,FALSE,TRUE
1727,FALSE,TRUE,"dog","red",3.84,67,TRUE,TRUE
1728,FALSE,FALSE,"dog","blue",3.64,64,TRUE,TRUE
1729,FALSE,FALSE,"cat","blue",1.9,66,TRUE,TRUE
1730,TRUE,TRUE,"cat","red",3.83,66,TRUE,TRUE
1731,FALSE,FALSE,"none","green",3.95,63,TRUE,TRUE
1732,TRUE,TRUE,"dog","blue",3.63,67,TRUE,TRUE
1733,FALSE,FALSE,"none","red",3.14,71,TRUE,TRUE
1734,TRUE,FALSE,"dog","blue",2.83,61,FALSE,FALSE
1735,FALSE,FALSE,"dog","green",3.3,65,FALSE,TRUE
1736,FALSE,FALSE,"none","red",2.93,67,TRUE,TRUE
1737,FALSE,TRUE,"none","red",3.62,66,TRUE,TRUE
1738,TRUE,FALSE,"none","blue",3.26,67,TRUE,TRUE
1739,FALSE,FALSE,"dog","green",3.69,64,TRUE,TRUE
1740,FALSE,FALSE,"none","blue",3.23,69,TRUE,FALSE
1741,TRUE,FALSE,"cat","red",3.6,68,FALSE,TRUE
1742,TRUE,FALSE,"dog","red",3.36,64,TRUE,TRUE
